id,url,display_url,content_type,engagement_score_view,followers,likes,num_comments,product_type,profile_image_link,video_view_count,videos,tags,has_a_person,vape_present,is_vaping,tone,img_mentions_brands,text_mentions_brands,Health_ad,target_demographic,location_type,emotion_displayed,type_of_content,stance,are_there_children,post_style,people_skin_color,people_gender,people_age_group,people_physical_attributes,people_hair_color,people_common_appearances,depiction_style,is_vape_related,sensitive_content_bool
1553,https://www.instagram.com/p/Cy0lVklNjUv/,https://www.instagram.com/p/Cy0lVklNjUv/media/?size=l,Image,0,503,4,0,,https://instagram.flim15-2.fna.fbcdn.net/v/t51.2885-19/450466883_998695965238999_5892961070683214532_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.flim15-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=kHIXlCATOR8Q7kNvgHkKl7q&_nc_gid=968eb64d207145c89956062f596b9efa&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCXPcvoP7dFihNl1vVI3lGBP_h2mpDarHxwJAaot-WE7g&oe=67304877&_nc_sid=4f4799,0,[],"['vaping', 'smoke', 'indoor', 'casual']",1,1,1,Neutral,0,0,1,"['young adults', 'adolescents']",Indoor,,Informational Article,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],['casual'],Neutral,1,0
589,https://www.instagram.com/p/CUy4m05gZm1/,https://www.instagram.com/p/CUy4m05gZm1/media/?size=l,Reel,67,1818,6,0,feed,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-19/274167898_1099533724156824_1713221196452337251_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=RkU6ZNSxLAEQ7kNvgGE6Vu2&_nc_gid=84929b67019048ccbe18c5937c020130&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBIKUhOVlBCpYO_YOkaxhlUvGYkRzPCeqsudEsq3aoYnw&oe=673035BD&_nc_sid=4f4799,67,['https://scontent-mad2-1.cdninstagram.com/o1/v/t16/f1/m84/EC4B180C236F715B1CEEAAF951ECCFA2_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uZmVlZC5jMi43MjAuYmFzZWxpbmUifQ&_nc_cat=100&vs=702439301947729_2150661612&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9FQzRCMTgwQzIzNkY3MTVCMUNFRUFBRjk1MUVDQ0ZBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dNeDBEUmRpRGtPcHUtZ0FBQVhHRDdyNGF1WlpicGt3QUFBRhUCAsgBACgAGAAbABUAACa87fTDmNDNQBUCKAJDMywXQE4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=9-4&oh=00_AYAu4_96mBNzj2uTk6LAuE3R957lQknZMUSxUN7xST4JpA&oe=672C3B16&_nc_sid=4f4799'],"['smoking cessation', 'quit smoking', 'quit vaping', 'health', 'promotion']",0,0,0,Positive,0,0,1,"['adults', 'general audience']",Public,,Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
1743,https://www.instagram.com/p/CY7DqftLCtj/,https://www.instagram.com/p/CY7DqftLCtj/media/?size=l,Image,0,968,3,0,,https://z-p4-instagram.fkhi3-1.fna.fbcdn.net/v/t51.2885-19/10724991_681213488631151_1643630644_a.jpg?stp=dst-jpg_s150x150&_nc_ht=z-p4-instagram.fkhi3-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=5QCL92Rm-UoQ7kNvgGL3k_5&_nc_gid=d79392b794a24c10b6411aeab6e50ac6&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYA0qVpzFwFUeMPu6pLx9AVDpog3GraUu9VAYNynaokt9g&oe=67302422&_nc_sid=4f4799,0,[],"['motivational', 'quote', 'text']",0,0,0,Positive,0,0,0,['general audience'],Public,,Motivational Quote,Anti-Vaping,0,"Motivational, Informational",[],[],[],[],[],[],,1,0
373,https://www.instagram.com/p/CVjBnySg2Wx/,https://www.instagram.com/p/CVjBnySg2Wx/media/?size=l,Reel,66,1818,9,0,feed,https://instagram.fkhi28-1.fna.fbcdn.net/v/t51.2885-19/274167898_1099533724156824_1713221196452337251_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fkhi28-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=RkU6ZNSxLAEQ7kNvgHAwJa9&_nc_gid=0a550d3ca5944d8d92644228dbdae2a8&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYALlQiEjvNtdOmAv5NmtfMC-zDdWeRA1rLUSj_auL5M1A&oe=673035BD&_nc_sid=4f4799,66,['https://instagram.fkhi28-1.fna.fbcdn.net/o1/v/t16/f1/m84/B245BF697F82B02601C31F878C1551AC_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uZmVlZC5jMi43MjAuYmFzZWxpbmUifQ&_nc_cat=100&vs=1599318837266649_2587306288&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC9CMjQ1QkY2OTdGODJCMDI2MDFDMzFGODc4QzE1NTFBQ192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dHck0taGJ6aUFnSm9RY0RBSG85U1pDZ09NaFlicGt3QUFBRhUCAsgBACgAGAAbABUAACb69Ia21dzWPxUCKAJDMywXQEriDEm6XjUYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&_nc_rid=0a550c73f5&ccb=9-4&oh=00_AYBsVicqiZCNX7Y37H7a8lMfkWZograsn8baGX7fRTaUoA&oe=672C2B7A&_nc_sid=4f4799'],"['smoking cessation', 'promotion', 'text-based', 'call to action']",0,0,0,Positive,0,0,1,['general audience'],Public,,Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
396,https://www.instagram.com/p/B7CYDfsAnKE/,https://www.instagram.com/p/B7CYDfsAnKE/media/?size=l,Image,0,255,5,0,,https://instagram.fgyd8-1.fna.fbcdn.net/v/t51.2885-19/74658612_540562259846595_4790386297510297600_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgyd8-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=5dYeOkXbedoQ7kNvgHvcSMG&_nc_gid=64b0ad687b244f49901f72c14d0e1e3e&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYAUspt4Wk_Y8QgaIaU0nGOhrg5TRZjNtQqNOuHcTWeuhw&oe=67301BB3&_nc_sid=4f4799,0,[],"['vaping', 'health warning', 'anti-vaping', 'tropical', 'product']",0,1,0,Negative,1,0,1,"['young adults', 'general audience']",Public,,Health Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
608,https://www.instagram.com/p/CGIWVMslBMB/,https://www.instagram.com/p/CGIWVMslBMB/media/?size=l,Image,0,5004,11,0,,https://instagram.fgzt2-1.fna.fbcdn.net/v/t51.2885-19/164039574_117592313685990_7936512627278414537_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgzt2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=xtXDmgxwzTQQ7kNvgEwQNgl&_nc_gid=4ed79592479f480e9903a0a125529457&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCq5suRw36o18b1ni04l1rzaHaXIscwFaYlaVEan4UR2Q&oe=67303C7C&_nc_sid=4f4799,0,[],"['classic car', 'Zippix', 'advertisement', 'vintage', 'automobile']",0,0,0,Positive,1,1,1,"['adults', 'general audience']",Indoor,,Advertisement,Anti-Vaping,0,Promotion,[],[],[],[],[],[],,1,0
804,https://www.instagram.com/p/B-8DM7_l07o/,https://www.instagram.com/p/B-8DM7_l07o/media/?size=l,Image,0,1792,2,0,,https://instagram.fcrk1-3.fna.fbcdn.net/v/t51.2885-19/28151354_169064250543217_1553260409903906816_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcrk1-3.fna.fbcdn.net&_nc_cat=101&_nc_ohc=OrEGCruCWnoQ7kNvgEV3Fms&_nc_gid=9167362e55954e55a0f28c156b3bcaa1&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYAgY6S8OcKemN0hzLThd8Vv4A11Y5jaJDPRuFowOdr-sw&oe=67303053&_nc_sid=4f4799,0,[],"['vaping', 'nicotine addiction', 'health warning', 'e-cigarettes', 'anti-vaping', 'public health']",0,1,0,Negative,1,1,1,"['teenagers', 'parents', 'general audience']",Public,,Advertisement,Anti-Vaping,0,"Informational, Health Warning",[],[],[],[],[],[],,1,0
1001,https://www.instagram.com/p/B8RiZnng5JB/,https://www.instagram.com/p/B8RiZnng5JB/media/?size=l,Image,0,467,14,0,,https://instagram.fvvi1-1.fna.fbcdn.net/v/t51.2885-19/57131156_396120811118267_5420031204638326784_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fvvi1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=4XXRKtjUgmQQ7kNvgEB-yEz&_nc_gid=75e31a07e35d407c9fb33a9ce28f3ad6&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDM6ei-q3n41Xu4Zdg0DOqQVWPaQbk524maYaCnOefhIw&oe=6730392F&_nc_sid=4f4799,0,[],"['emotions', 'quitting', 'support', 'health']",0,0,0,Positive,1,0,1,['general audience'],Public,,Health Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
1310,https://www.instagram.com/p/CfcZfk6sZN_/,https://www.instagram.com/p/CfcZfk6sZN_/media/?size=l,Image,0,306,3,0,,https://scontent-man2-1.cdninstagram.com/v/t51.2885-19/96864538_242998333595490_3853783689804644352_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=afRJNcYvTUYQ7kNvgFKsSkB&_nc_gid=d53a583228d64725be84b7aebfab2643&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYASdhACAa3oZ_PFKLirknIzpe9EQufGxOSiBXpFpkHhoA&oe=67303302&_nc_sid=4f4799,0,[],"['person', 'flowers', 'text', 'anti-vaping', 'health', 'indoor']",1,0,0,Positive,1,1,1,"['teenagers', 'young adults']",Indoor,,Health Campaign,Anti-Vaping,0,Informational Promotion,['light'],['Female'],['Young'],['average'],['other'],['casual'],Neutral,1,0
1203,https://www.instagram.com/p/Buc0fc2nEBb/,https://www.instagram.com/p/Buc0fc2nEBb/media/?size=l,Image,0,1454,15,5,,https://instagram.fath2-1.fna.fbcdn.net/v/t51.2885-19/395221080_322573597045428_2415874099961582571_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fath2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=zZuc5lXiG7IQ7kNvgFa79PM&_nc_gid=f3e9188b11454ce39024e0a05e7511fb&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYBHnTdc6C0ynHIyxe3_QRINsMzneeOUDZmTKH1bNCQKXg&oe=6730498C&_nc_sid=4f4799,0,[],"['no-smoking', 'health', 'brain', 'silhouette']",0,0,0,Positive,0,0,1,"['adults', 'general audience']",Public,,Advertisement,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,0
1587,https://www.instagram.com/p/Cc9NgxDJnKG/,https://www.instagram.com/p/Cc9NgxDJnKG/media/?size=l,Image,0,590,5,1,,https://instagram.frvd4-1.fna.fbcdn.net/v/t51.2885-19/116901034_358028965186058_3069241149825118388_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.frvd4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Ycmvr5aM5EwQ7kNvgHuNgSQ&_nc_gid=367b76525a4d4bb3963b5e1db277eb66&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYAXxnrzAZb3DpTL-BX93ayXmugKRr4VDqq443kl7hD7Hg&oe=67303A0F&_nc_sid=4f4799,0,[],"['vaping', 'youth', 'reading', 'informational', 'health']",1,0,0,Positive,0,0,1,"['teenagers', 'young adults']",Indoor,contentment,Health Advertisement,Anti-Vaping,0,Informational Promotion,['light'],['Female'],['Teen'],['average'],['other'],['casual'],Neutral,1,0
2076,https://www.instagram.com/p/B9Cz2dnAxiS/,https://www.instagram.com/p/B9Cz2dnAxiS/media/?size=l,Image,0,183,6,0,,https://instagram.fbcn12-1.fna.fbcdn.net/v/t51.2885-19/82956703_464360941175390_5121325682424545280_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbcn12-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=exL3XxgLYJ8Q7kNvgGU3mRz&_nc_gid=7aac714a4796449eab04b0b168d40030&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDWOgJhLqTotB9TE3xInc-rzorf7fyMwyS74p35T7TL9A&oe=6730492E&_nc_sid=4f4799,0,[],"['vaping', 'school', 'youth', 'education', 'anti-vaping']",1,1,0,Negative,0,0,1,"['teenagers', 'young adults']",Indoor,,Advertisement,Anti-Vaping,0,Informational,['medium'],['Female'],['Teen'],['average'],['black'],['casual'],Neutral,1,0
425,https://www.instagram.com/p/CEwXon5nohi/,https://www.instagram.com/p/CEwXon5nohi/media/?size=l,Image,0,545,3,0,,https://scontent-man2-1.cdninstagram.com/v/t51.2885-19/10723765_454554338064258_1394171820_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=-KTV4-fR5FAQ7kNvgEVIfHc&_nc_gid=de200d42fdfb46bfb561cd7aa6e6d330&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCo-iJxHz8jz_pX_K2BZznKVc5ZGaeXkT5Yucvki4cQgQ&oe=67303A63&_nc_sid=4f4799,0,[],"['vaping', 'education', 'students', 'health', 'caution', 'poster']",1,0,0,Negative,0,0,1,"['teenagers', 'educators']",Public,,Informational Poster,Anti-Vaping,1,Informational,"['medium', 'light']","['Male', 'Female']",['Teen'],['average'],"['black', 'other']",['casual'],Neutral,1,0
1039,https://www.instagram.com/p/B05AIffl3It/,https://www.instagram.com/p/B05AIffl3It/media/?size=l,Carousel,0,1372,30,3,,https://instagram.fgba1-1.fna.fbcdn.net/v/t51.2885-19/37251320_519506511813313_8338679030953803776_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgba1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=US2SSRB1-RcQ7kNvgHPt5Az&_nc_gid=d108040a119d415799a61fdbdd776b2b&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYDU3QD8xLLsIpecFjKpy6Tkv-lh9j7wMbp55DctKkcxQw&oe=673026FE&_nc_sid=4f4799,0,[],"['public speaking', 'youth', 'indoor', 'formal setting', 'city council']",1,0,0,Positive,0,0,0,"['young adults', 'general audience']",Indoor,,Public Speech,Anti-Vaping,0,Informational Announcement,['medium'],['Male'],['Teen'],['average'],['black'],['casual'],Neutral,1,0
1668,https://www.instagram.com/p/CShvdCNAfTy/,https://www.instagram.com/p/CShvdCNAfTy/media/?size=l,Image,0,208,9,0,,https://instagram.fccs3-1.fna.fbcdn.net/v/t51.2885-19/180693479_907804410069921_216439376823111678_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fccs3-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=0mLr50LU8JAQ7kNvgFb6vU4&_nc_gid=3cc1797b07264f259cd42515d1a8ca1f&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYD8y7655iaVb1PZUWMf5_MxixCXWhtfXx_bbIhpNEIs-Q&oe=67302EC0&_nc_sid=4f4799,0,[],"['vaping', 'tobacco', 'virtual discussion', 'health', 'education', 'advocacy', 'youth', 'community']",1,0,0,Neutral,0,0,1,"['parents', 'students', 'educators', 'youth advocates']",Public,,Informational Poster,Anti-Vaping,0,Informational Announcement,"['light', 'medium', 'dark']","['Female', 'Male']",['Adult'],['average'],"['black', 'other']",['professional'],Neutral,1,0
1210,https://www.instagram.com/p/Cg5T7JesKgj/,https://www.instagram.com/p/Cg5T7JesKgj/media/?size=l,Carousel,0,4501,14,0,,https://instagram.fbho2-1.fna.fbcdn.net/v/t51.2885-19/181595474_489486635532150_3159115694510071151_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbho2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=DprXirOD-XUQ7kNvgHbYnC8&_nc_gid=e88cb47e8f47432baa3f429876615581&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCZ33BkHjXEnJNOvEBukNB-uWR-GzwszRm4PYv1gmYdmA&oe=67301E93&_nc_sid=4f4799,0,[],"['vaping', 'vape device', 'skull', 'informational', 'health warning']",0,1,0,Neutral,0,0,1,['general audience'],Public,,Informational Image,Anti-Vaping,0,Informational Promotion,[],[],[],[],[],[],,1,1
909,https://www.instagram.com/p/B8IW19ZFH26/,https://www.instagram.com/p/B8IW19ZFH26/media/?size=l,Image,0,743,11,0,,https://instagram.famm10-1.fna.fbcdn.net/v/t51.2885-19/69334070_456937738228561_6232410499011575808_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.famm10-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=LC2Iu-uJ8VoQ7kNvgFmtyVc&_nc_gid=11613f38c26d4af98a41f77d0e8f7c2b&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AYCP1ZSlvW9TBnU78BwXVeb4znsD8Udgg3hAvcrmgSrhAg&oe=67303BAB&_nc_sid=4f4799,0,[],"['vaping', 'critique', 'corporate', 'tobacco', 'pharmaceutical', 'social commentary']",0,0,0,Negative,0,0,0,['general audience'],Public,,Social Commentary,Pro-Vaping,0,Opinion Piece,[],[],[],[],[],[],,1,0
